Departamento,Localidad,Nivel Jurisdiccional,Nombre de Institución,CUE-Anexo,Inicial,Primario,Secundario,Superior
LAVALLE,EL BONETE,Consejo General de Educacion,ESCUELA Nº 856,1800236-00,NO,SI,NO,NO
LAVALLE,EL BONETE,Consejo General de Educacion,ESCUELA PARA ADOLESCENTES Y ADULTOS Nº 67,1801383-00,NO,SI,NO,NO
LAVALLE,ESTANCIA DOS HERMANAS,Consejo General de Educacion,"ESCUELA Nº 681 ""DR. MARIANO I. LOZA""",1800230-00,SI,SI,NO,NO
LAVALLE,GOBERNADOR JUAN E. MARTINEZ,Consejo General de Educacion,"ESCUELA Nº 455 ""PROVINCIA DE FORMOSA""",1800241-00,NO,SI,NO,NO
LAVALLE,GOBERNADOR JUAN E. MARTINEZ,Consejo General de Educacion,J.I.N. Nº 66 - ESCUELA Nº 457,1801748-01,SI,NO,NO,NO
LAVALLE,GOBERNADOR JUAN E. MARTINEZ,Consejo General de Educacion,J.I.N. Nº 66 - ESCUELA Nº 77,1801748-05,SI,NO,NO,NO
LAVALLE,GOBERNADOR JUAN E. MARTINEZ,Consejo General de Educacion,J.I.N. Nº 66 - ESCUELA Nº 774,1801748-02,SI,NO,NO,NO
LAVALLE,GOBERNADOR JUAN E. MARTINEZ,Consejo General de Educacion,J.I.N. Nº 66 - ESCUELA Nº 825,1801748-03,SI,NO,NO,NO
LAVALLE,GOBERNADOR JUAN E. MARTINEZ,Consejo General de Educacion,J.I.N. Nº 66 - ESCUELA Nº 844,1801748-06,SI,NO,NO,NO
LAVALLE,GOBERNADOR JUAN E. MARTINEZ,Consejo General de Educacion,J.I.N. Nº 66 - ESCUELA Nº 856,1801748-04,SI,NO,NO,NO
LAVALLE,GOBERNADOR JUAN E. MARTINEZ,Consejo General de Educacion,J.I.N. Nº 66 (SEDE),1801748-00,SI,NO,NO,NO
LAVALLE,GOBERNADOR JUAN E. MARTINEZ,Direccion de Enseñanza Privada,"E.F.A. ""ÑANEMBA'E"" IS-49",1801567-00,NO,NO,SI,NO
LAVALLE,GOBERNADOR JUAN E. MARTINEZ,Direccion de Nivel Secundario,CENTRO EDUCATIVO DE NIVEL SECUNDARIO Nº 13,1801720-00,NO,NO,SI,NO
LAVALLE,GOBERNADOR JUAN E. MARTINEZ,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""DR.VICTOR M. LOPEZ""",1800245-00,NO,NO,SI,NO
LAVALLE,GOBERNADOR JUAN E. MARTINEZ,Direccion de Nivel Superior,"EXTENSION AULICA EN GOB.MARTINEZ (I.S.F.D. ""SANTA LUCIA"")",1801766-01,NO,NO,NO,SI
LAVALLE,LA BOLSA,Direccion de Enseñanza Privada,"E.F.A.""SANTA LUCIA"" I.S.9",1800839-00,NO,NO,SI,NO
LAVALLE,LA LOMA,Consejo General de Educacion,"ESCUELA Nº 688 ""HERNANDO ARIAS DE SAAVEDRA""",1800866-00,NO,SI,NO,NO
LAVALLE,LA LOMA,Consejo General de Educacion,J.I.N. Nº 27 - ESCUELA Nº 688,1801613-03,SI,NO,NO,NO
LAVALLE,LAGUNA SIRENA,Consejo General de Educacion,"ESCUELA Nº 76 ""RAFAEL CARDOZO""",1800234-00,SI,SI,NO,NO
LAVALLE,LAVALLE,Consejo General de Educacion,CENTRO DE TERMINALIDAD Nº 62,1801705-62,NO,SI,SI,NO
LAVALLE,LAVALLE,Consejo General de Educacion,"ESCUELA Nº 458 ""PROVINCIA DE MISIONES""",1800837-00,NO,SI,NO,NO
LAVALLE,LAVALLE,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""DR.RUBEN DARIO CASCO""",1801486-00,NO,NO,SI,NO
LAVALLE,LAVALLE,Direccion de Nivel Secundario,COLEGIO SECUNDARIO DE COLONIA CECILIO ECHEVERRIA,1801883-00,NO,NO,SI,NO
LAVALLE,LAVALLE,Direccion de Nivel Secundario,COLEGIO SECUNDARIO PARA ADOLESCENTES Y ADULTOS EN LAVALLE,1801792-00,NO,NO,SI,NO
LAVALLE,LAVALLE,Direccion de Nivel Superior,"SUBSEDE EN LAVALLE (I.S.F.D. ""SANTA LUCIA"")",1801766-02,NO,NO,NO,SI
LAVALLE,MONTE FLORIDO,Consejo General de Educacion,ESCUELA Nº 77,1800243-00,NO,SI,NO,NO
LAVALLE,MONTE FLORIDO,Consejo General de Educacion,ESCUELA Nº 825,1800235-00,NO,SI,NO,NO
LAVALLE,MONTE FLORIDO,Consejo General de Educacion,ESCUELA PRIMARIA PARA ADOLESCENTES Y ADULTOS Nº 25,1801311-00,NO,SI,NO,NO
LAVALLE,MONTE FLORIDO,Direccion de Nivel Secundario,"EXTENSION AULICA QUE FUNCIONA EN LA ESC.N° 825 (COL.SECUNDARIO DR. ""VICTOR M.LOPEZ"")",1800245-01,NO,NO,SI,NO
LAVALLE,NARANJITO,Consejo General de Educacion,"ESCUELA Nº 702 ""DR. FLORIAN OLIVER""",1800239-00,SI,SI,NO,NO
LAVALLE,PALERMO,Consejo General de Educacion,"ESCUELA Nº 79 ""JOSEFINA ESTHER MENDEZ DE SALAZAR""",1800233-00,SI,SI,NO,NO
LAVALLE,PASO LOPEZ,Consejo General de Educacion,"ESCUELA Nº 161 ""DR. JOSE FRANCISCO QUINTANA""",1801320-00,SI,SI,NO,NO
LAVALLE,PUENTE BATEL,Consejo General de Educacion,"ESCUELA Nº 764 ""DIEGO FERREYRA""",1800228-00,SI,SI,NO,NO
LAVALLE,PUERTO VIEJO,Consejo General de Educacion,"ESCUELA PRIMARIA COMUN Nº 426 ""PROF. FRANCISCO G. SUDRIA""",1800786-00,SI,SI,NO,NO
LAVALLE,PUERTO VIEJO,Direccion de Nivel Secundario,COLEGIO SECUNDARIO en PUERTO VIEJO,1801796-00,NO,NO,SI,NO
LAVALLE,PUNTA IFRAN,Consejo General de Educacion,"ESCUELA Nº 857 ""DR. LUIS FEDERICO LELOIR""",1800225-00,SI,SI,NO,NO
LAVALLE,RINCON DE SANTA LUCIA,Consejo General de Educacion,"ESCUELA Nº 433 ""JUAN TORRES DE VERA Y ARAGON""",1800785-00,NO,SI,NO,NO
LAVALLE,RINCON DE SANTA LUCIA,Consejo General de Educacion,J.I.N. Nº 27 - ESCUELA Nº 433,1801613-02,SI,NO,NO,NO
LAVALLE,RINCON DE SOTO,Consejo General de Educacion,"ESCUELA Nº 789 ""CLUB DE PUMAS DE ARGENTINA FLORES""",1800789-00,SI,SI,NO,NO
LAVALLE,SALINAS GRANDE,Consejo General de Educacion,"ESCUELA Nº 457 ""VICENTE SPAGNOLO""",1800240-00,NO,SI,NO,NO
LAVALLE,SAN JOSE,Consejo General de Educacion,"ESCUELA Nº 266 ""GERARDO AQUINO""",1800788-00,NO,SI,NO,NO
LAVALLE,SAN JOSE,Consejo General de Educacion,"ESCUELA Nº 774 ""GUADALUPE FORNIES DE LOPEZ""",1800237-00,NO,SI,NO,NO
LAVALLE,SANTA LUCIA,Consejo General de Educacion,CENTRO DE TERMINALIDAD Nº 63,1801705-63,NO,SI,SI,NO
LAVALLE,SANTA LUCIA,Consejo General de Educacion,ESCUELA DE EDUCACION ESPECIAL Nº 32    ,1801642-00,NO,SI,NO,NO
LAVALLE,SANTA LUCIA,Consejo General de Educacion,"ESCUELA JARDIN DE INFANTES Nº 12 ""LA HORMIGUITA VIAJERA""",1800792-00,SI,NO,NO,NO
LAVALLE,SANTA LUCIA,Consejo General de Educacion,"ESCUELA Nº 75 ""DR. JUAN ESTEBAN MARTINEZ""",1800840-00,NO,SI,NO,NO
LAVALLE,SANTA LUCIA,Consejo General de Educacion,ESCUELA Nº 959,1801506-00,NO,SI,NO,NO
LAVALLE,SANTA LUCIA,Consejo General de Educacion,ESCUELA Nº 960,1801507-00,NO,SI,NO,NO
LAVALLE,SANTA LUCIA,Consejo General de Educacion,ESCUELA PRIMARIA PARA ADOLESCENTES Y ADULTOS Nº 12,1800787-00,NO,SI,NO,NO
LAVALLE,SANTA LUCIA,Consejo General de Educacion,ESCUELA PRIMARIA PARA ADOLESCENTES Y ADULTOS Nº 59,1800793-00,NO,SI,NO,NO
LAVALLE,SANTA LUCIA,Consejo General de Educacion,J.I.N. Nº 27 - ESCUELA Nº 509,1801613-04,SI,NO,NO,NO
LAVALLE,SANTA LUCIA,Consejo General de Educacion,J.I.N. Nº 27 (SEDE) - ESCUELA Nº 959,1801613-00,SI,NO,NO,NO
LAVALLE,SANTA LUCIA,Direccion de Enseñanza Privada,"INSTITUTO SUPERIOR ""SANTA LUCIA"" I.S.8",1801208-00,SI,SI,SI,NO
LAVALLE,SANTA LUCIA,Direccion de Nivel Secundario,CENTRO DE EDUCACION SECUNDARIA PARA ADULTOS Nº 18,1801770-00,NO,NO,SI,NO
LAVALLE,SANTA LUCIA,Direccion de Nivel Secundario,CENTRO DE FORMACION PROFESIONAL Nº 6   ,1801470-00,NO,NO,NO,NO
LAVALLE,SANTA LUCIA,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""MAESTRO DAISAKU IKEDA""",1801495-00,NO,NO,SI,NO
LAVALLE,SANTA LUCIA,Direccion de Nivel Secundario,"ESCUELA NORMAL ""DR. HIPOLITO ERNESTO BAIBIENE""",1800835-00,SI,SI,SI,NO
LAVALLE,SANTA LUCIA,Direccion de Nivel Superior,INSTITUTO SUPERIOR DE FORMACION DOCENTE EN SANTA LUCIA,1801766-00,NO,NO,NO,SI
LAVALLE,SANTA LUCIA,Direccion de Nivel Superior,"SUBSEDE EN CECILIO ECHEVERRIA (I.S.F.D. ""SANTA LUCIA"")",1801766-03,NO,NO,NO,SI
LAVALLE,VILLA CORDOBA,Consejo General de Educacion,"ESCUELA Nº 509 ""BASE AERONAVAL COMANDANTE ESPORA""",1800305-00,NO,SI,NO,NO
LAVALLE,VILLA CORDOBA,Consejo General de Educacion,J.I.N. Nº 27 - ESCUELA Nº 458,1801613-01,SI,NO,NO,NO
LAVALLE,VILLA CORDOBA,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""PAPA FRANCISCO""",1801788-00,NO,NO,SI,NO
LAVALLE,YATAITI CALLE,Consejo General de Educacion,"ESCUELA Nº 425 ""SAMUEL VALENTIN MESA""",1800232-00,SI,SI,NO,NO
LAVALLE,YATAITI CALLE,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""MAHATMA GANDHI""",1801664-00,NO,NO,SI,NO
LAVALLE,YATAITI CALLE,Direccion de Nivel Superior,"EXTENSION AULICA EN YATAYTI CALLE (I.F.D. ""JUAN G.DE COSSIO"")",1801466-06,NO,NO,NO,SI
MBURUCUYA,BLANCO CUE,Consejo General de Educacion,"ESCUELA Nº 796 ""OLEGARIO MAURIÑO""",1800729-00,SI,SI,NO,NO
MBURUCUYA,CHACRAS,Consejo General de Educacion,"ESCUELA Nº 612 ""CAP.DE CORBETA SERGIO RAUL GOMEZ ROCA""",1800783-00,NO,SI,NO,NO
MBURUCUYA,CHACRAS,Consejo General de Educacion,"J.I.N. Nº  5 ""ROJHAIJHU CUI"" - ESC. Nº 612 ""CAP.SERGIO ROCA""",1800908-03,SI,NO,NO,NO
MBURUCUYA,COSTA SAN LORENZO,Consejo General de Educacion,ESCUELA Nº 611,1800807-00,SI,SI,NO,NO
MBURUCUYA,COSTA SAN LORENZO,Consejo General de Educacion,"J.I.N. Nº  5 ""ROJHAIJHU CUI"" - ESC.Nº 610 ""JORGE T.PALACIOS""",1800908-02,SI,NO,NO,NO
MBURUCUYA,ISIPOYU,Consejo General de Educacion,ESCUELA Nº 187,1801028-00,SI,SI,NO,NO
MBURUCUYA,LOMA ALTA,Consejo General de Educacion,ESCUELA Nº 486,1801027-00,SI,SI,NO,NO
MBURUCUYA,MANANTIALES,Consejo General de Educacion,"ESCUELA Nº 424 ""JOSE FELIX AGUIRRE""",1800830-00,SI,SI,NO,NO
MBURUCUYA,MANANTIALES,Consejo General de Educacion,"ESCUELA Nº 487 ""ILDEFONSO RAMON CARDOZO""",1800775-00,NO,SI,NO,NO
MBURUCUYA,MANANTIALES,Consejo General de Educacion,"ESCUELA Nº 523 ""TEODOMIRO ATILANO MAURIÑO""",1800730-00,NO,SI,NO,NO
MBURUCUYA,MANANTIALES,Consejo General de Educacion,ESCUELA Nº 944,1800728-00,SI,SI,NO,NO
MBURUCUYA,MBURUCUYA,Consejo General de Educacion,CENTRO DE TERMINALIDAD Nº 58,1801705-58,NO,SI,SI,NO
MBURUCUYA,MBURUCUYA,Consejo General de Educacion,"ESCUELA Nº 609 ""ARMADA ARGENTINA""",1800993-00,NO,SI,NO,NO
MBURUCUYA,MBURUCUYA,Consejo General de Educacion,"ESCUELA Nº 610 ""JORGE A. TREVISAN PALACIOS""",1801026-00,NO,SI,NO,NO
MBURUCUYA,MBURUCUYA,Consejo General de Educacion,ESCUELA Nº 726,1800907-00,SI,SI,NO,NO
MBURUCUYA,MBURUCUYA,Consejo General de Educacion,"ESCUELA Nº 81 ""JUAN EUSEBIO TORRENT""",1801029-00,NO,SI,NO,NO
MBURUCUYA,MBURUCUYA,Consejo General de Educacion,ESCUELA PRIMARIA COMUN Nº 978,1801777-00,NO,SI,NO,NO
MBURUCUYA,MBURUCUYA,Consejo General de Educacion,ESCUELA PRIMARIA COMUN Nº 979,1801776-00,NO,SI,NO,NO
MBURUCUYA,MBURUCUYA,Consejo General de Educacion,ESCUELA PRIMARIA PARA ADOLESCENTES Y ADULTOS Nº 36,1800994-00,NO,SI,NO,NO
MBURUCUYA,MBURUCUYA,Consejo General de Educacion,"J.I.N. Nº  5 (SEDE) ""ROJHAIJHU CUI"" - ESCUELA Nº 81",1800908-00,SI,NO,NO,NO
MBURUCUYA,MBURUCUYA,Direccion de Educación Tecnico Profesional,ESCUELA TECNICA EN MBURUCUYA,1801805-00,NO,NO,SI,NO
MBURUCUYA,MBURUCUYA,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""JORGE NEWBERY""",1800995-00,NO,NO,SI,NO
MBURUCUYA,MBURUCUYA,Direccion de Nivel Secundario,"EXT.AULICA DE ADULTOS (COLEGIO SEC. ""JORGE NEWBERY"")",1800995-04,NO,NO,SI,NO
MBURUCUYA,MBURUCUYA,Direccion de Nivel Superior,INSTITUTO SUPERIOR DE FORMACION DOCENTE EN MBURUCUYA,1801773-00,NO,NO,NO,SI
MBURUCUYA,MBURUCUYA,Direccion de Nivel Superior,"SUBSEDE MBURUCUYA (I.S. DE MUSICA ""PROFESOR CARMELO H. DE BIASI"")",1801646-01,NO,NO,NO,NO
MBURUCUYA,PAGO ARIAS,Direccion de Nivel Secundario,"EXT.AULICA COLEGIO SEC. ""JORGE NEWBERY"" (ESC.Nº 441)",1800995-03,NO,NO,SI,NO
MBURUCUYA,PASO AGUIRRE,Consejo General de Educacion,ESCUELA Nº 173,1800909-00,SI,SI,NO,NO
MBURUCUYA,PUNTA GRANDE,Consejo General de Educacion,"ESCUELA PRIMARIA Nº 613 ""ADA RAMONA TURCONI""",1800782-00,SI,SI,NO,NO
MBURUCUYA,PUNTA GRANDE,Direccion de Nivel Secundario,"ANEXO COLEGIO SECUNDARIO ""JOSE SILVIO COSTA"" (ESC.613 RURAL)",1800121-02,NO,NO,SI,NO
MBURUCUYA,VELOSO,Consejo General de Educacion,"J.I.N. Nº  5 ""ROJHAIJHU CUI"" - ESC. Nº 609 ""ARMADA ARGENTINA""",1800908-01,SI,NO,NO,NO
MERCEDES,ARROYO GRANDE,Consejo General de Educacion,"ESCUELA Nº 773 ""GRAL. ALVAREZ ARENALES""",1800073-00,SI,SI,NO,NO
MERCEDES,BOQUERON,Consejo General de Educacion,"ESCUELA Nº 579 ""PROVINCIA DE CATAMARCA""",1800174-00,SI,SI,NO,NO
MERCEDES,BOQUERON,Direccion de Nivel Secundario,COLEGIO SECUNDARIO DE PARAJE BOQUERON,1801710-00,NO,NO,SI,NO
MERCEDES,CAPI VARI,Consejo General de Educacion,"ESCUELA Nº 581 ""2 DE ABRIL""",1800177-00,SI,SI,NO,NO
MERCEDES,ESTANCIA SANTA CLARA,Consejo General de Educacion,"ESCUELA Nº 47 ""ESTANCIA SANTA CLARA Y YUQUERI""",1801035-00,NO,SI,NO,NO
MERCEDES,FELIPE YOFRE,Consejo General de Educacion,"ESCUELA Nº 408 ""RIO NEGRO""",1800137-00,SI,SI,NO,NO
MERCEDES,FELIPE YOFRE,Consejo General de Educacion,"ESCUELA Nº 586 ""JOSE PRIMO ROMERO""",1800176-00,SI,SI,NO,NO
MERCEDES,FELIPE YOFRE,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""JOSE OBREGON""",1800066-00,NO,NO,SI,NO
MERCEDES,FELIPE YOFRE,Direccion de Nivel Secundario,"EXT.AULICA DE ADULTOS (COLEGIO ""JOSE OBREGON"")",1800066-01,NO,NO,SI,NO
MERCEDES,FELIPE YOFRE,Direccion de Nivel Secundario,"EXTENSION AULICA QUE FUNCIONA EN LA ESCUELA Nº 586 (COL.SEC.""JOSE MA.OBREGON"")",1800066-02,NO,NO,SI,NO
MERCEDES,IBERA PITA,Consejo General de Educacion,"ESCUELA Nº 580 ""ISAURA GUADALUPE ROMERO""",1800071-00,SI,SI,NO,NO
MERCEDES,ITA CAABO,Consejo General de Educacion,"ESCUELA Nº 301 ""BATALLA DE SAN LORENZO""",1800920-00,SI,SI,NO,NO
MERCEDES,ITA CORA,Consejo General de Educacion,"ESCUELA Nº 587 ""ELVIRA CEFERINA SANCHEZ DE MACIEL""",1800068-00,SI,SI,NO,NO
MERCEDES,MARIANO I. LOZA,Consejo General de Educacion,"ESCUELA Nº 407 ""PROVINCIA DE JUJUY""",1800171-00,SI,SI,NO,NO
MERCEDES,MARIANO I. LOZA,Consejo General de Educacion,"ESCUELA Nº 87 ""JOSE DANIEL BIANCHI""",1800170-00,SI,SI,NO,NO
MERCEDES,MARIANO I. LOZA,Consejo General de Educacion,ESCUELA PRIMARIA PARA ADOLESCENTES Y ADULTOS Nº 32,1800136-00,NO,SI,NO,NO
MERCEDES,MARIANO I. LOZA,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""CARLOS ALBERTO CASTELLAN""",1800067-00,NO,NO,SI,NO
MERCEDES,MARIANO I. LOZA,Direccion de Nivel Secundario,"EXT.AULICA DE ADULTOS (COLEGIO SEC.""CARLOS A. CASTELLAN"")",1800067-01,NO,NO,SI,NO
MERCEDES,MARIANO I. LOZA,Direccion de Nivel Superior,"EXTENSION AULICA EN MARIANO I.LOZA (I.F.D.""MERCEDES"")",1801414-03,NO,NO,NO,SI
MERCEDES,MERCEDES,Consejo General de Educacion,CENTRO DE TERMINALIDAD Nº 52,1801705-52,NO,SI,SI,NO
MERCEDES,MERCEDES,Consejo General de Educacion,"ESCUELA DE EDUCACION ESPECIAL Nº 35 ""JUAN PABLO II""",1801651-00,NO,SI,NO,NO
MERCEDES,MERCEDES,Consejo General de Educacion,"ESCUELA DE EDUCACION ESPECIAL Nº 6 ""SAN FRANCISCO DE ASIS""",1800550-00,NO,SI,NO,NO
MERCEDES,MERCEDES,Consejo General de Educacion,"ESCUELA DE HIPOACUSICOS Nº 34 ""ABRIENDO CAMINOS""",1801683-00,NO,SI,NO,NO
MERCEDES,MERCEDES,Consejo General de Educacion,"ESCUELA JARDIN DE INFANTES Nº 13 ""LUNA DE PAPEL""",1800496-00,SI,NO,NO,NO
MERCEDES,MERCEDES,Consejo General de Educacion,ESCUELA JARDIN DE INFANTES Nº 25,1800497-00,SI,NO,NO,NO
MERCEDES,MERCEDES,Consejo General de Educacion,"ESCUELA Nº 199 ""CARLOS ALBERTO CASTELLAN""",1800172-00,SI,SI,NO,NO
MERCEDES,MERCEDES,Consejo General de Educacion,"ESCUELA Nº 472 ""PROVINCIA DE CORDOBA""",1800917-00,NO,SI,NO,NO
MERCEDES,MERCEDES,Consejo General de Educacion,"ESCUELA Nº 578 ""YAPEYU""",1800922-00,NO,SI,NO,NO
MERCEDES,MERCEDES,Consejo General de Educacion,"ESCUELA Nº 588 ""PROVINCIA DE SAN JUAN""",1800999-00,NO,SI,NO,NO
MERCEDES,MERCEDES,Consejo General de Educacion,"ESCUELA Nº 589 ""AGUEDA ESTHER BIANCHI DE ARBALLO""",1800495-00,NO,SI,NO,NO
MERCEDES,MERCEDES,Consejo General de Educacion,"ESCUELA Nº 725 ""MARIA AMELIA BORAGLIO DE AQUINO""",1800552-00,NO,SI,NO,NO
MERCEDES,MERCEDES,Consejo General de Educacion,"ESCUELA Nº 82 ""AMADO BONPLAND""",1800549-00,NO,SI,NO,NO
MERCEDES,MERCEDES,Consejo General de Educacion,"ESCUELA Nº 83 ""JOSE MANUEL ESTRADA""",1801001-00,NO,SI,NO,NO
MERCEDES,MERCEDES,Consejo General de Educacion,"ESCUELA Nº 84 ""ALBINO ARBO""",1800493-00,NO,SI,NO,NO
MERCEDES,MERCEDES,Consejo General de Educacion,"ESCUELA Nº 85 ""MODESTO TELESFORO LEITES""",1801002-00,NO,SI,NO,NO
MERCEDES,MERCEDES,Consejo General de Educacion,"ESCUELA Nº 973 ""PRESIDENTE ARTURO UMBERTO ILLIA""",1801631-00,NO,SI,NO,NO
MERCEDES,MERCEDES,Consejo General de Educacion,"ESCUELA Nº 974 ""VETERANOS DE MALVINAS""",1801632-00,NO,SI,NO,NO
MERCEDES,MERCEDES,Consejo General de Educacion,"ESCUELA PRIMARIA Nº 517 ""JOSE MARIA GOMEZ""",1800551-00,NO,SI,NO,NO
MERCEDES,MERCEDES,Consejo General de Educacion,"ESCUELA PRIMARIA Nº 982 ""PADRE JULIAN ZINI""",1801782-00,SI,SI,NO,NO
MERCEDES,MERCEDES,Consejo General de Educacion,ESCUELA PRIMARIA PARA ADOLESCENTES Y ADULTOS Nº 8,1800494-00,NO,SI,NO,NO
MERCEDES,MERCEDES,Consejo General de Educacion,J.I.N. Nº  9 - ESCUELA Nº 472,1801614-03,SI,NO,NO,NO
MERCEDES,MERCEDES,Consejo General de Educacion,J.I.N. Nº  9 - ESCUELA Nº 578,1801614-04,SI,NO,NO,NO
MERCEDES,MERCEDES,Consejo General de Educacion,J.I.N. Nº  9 - ESCUELA Nº 84,1801614-01,SI,NO,NO,NO
MERCEDES,MERCEDES,Consejo General de Educacion,J.I.N. Nº  9 - ESCUELA Nº 85,1801614-02,SI,NO,NO,NO
MERCEDES,MERCEDES,Consejo General de Educacion,J.I.N. Nº 48 - ESCUELA Nº 588,1801637-01,SI,NO,NO,NO
MERCEDES,MERCEDES,Consejo General de Educacion,J.I.N. Nº 48 - ESCUELA Nº 725,1801637-02,SI,NO,NO,NO
MERCEDES,MERCEDES,Consejo General de Educacion,J.I.N. Nº 48 - ESCUELA Nº 982,1801637-03,SI,NO,NO,NO
MERCEDES,MERCEDES,Consejo General de Educacion,J.I.N. Nº 48 (SEDE) - ESCUELA Nº 973,1801637-00,SI,NO,NO,NO
MERCEDES,MERCEDES,Consejo General de Educacion,J.I.N. Nº 9 - ESCUELA Nº 83,1801614-07,SI,NO,NO,NO
MERCEDES,MERCEDES,Consejo General de Educacion,J.I.N. Nº 9 (SEDE),1801614-00,SI,NO,NO,NO
MERCEDES,MERCEDES,Direccion de Educación Tecnico Profesional,"ESCUELA AGROTECNICA ""EULOGIO CABRAL""",1800997-00,NO,NO,SI,NO
MERCEDES,MERCEDES,Direccion de Educación Tecnico Profesional,ESCUELA TECNICA LIBERTADOR GENERAL DON JOSE F. DE SAN MARTIN,1801688-00,NO,NO,SI,NO
MERCEDES,MERCEDES,Direccion de Enseñanza Privada,"COLEGIO ""SAN CARLOS""",1801214-00,SI,SI,SI,NO
MERCEDES,MERCEDES,Direccion de Enseñanza Privada,"ESCUELA PARROQUIAL ""JUANA FRANCISCA DÍAZ DE MADARIAGA"" IP.18 - IS.59",1801004-00,SI,SI,SI,NO
MERCEDES,MERCEDES,Direccion de Enseñanza Privada,"INSTITUTO DE INGLES ""GO ON"" I.PROF-71",1801841-00,NO,NO,NO,NO
MERCEDES,MERCEDES,Direccion de Enseñanza Privada,"INSTITUTO POPULAR DE MERCEDES ""MANUEL LOPEZ RODRIGUEZ"" I-4",1801000-00,NO,NO,SI,NO
MERCEDES,MERCEDES,Direccion de Enseñanza Privada,"JARDIN DE INFANTES ""HAPPY KID'S"" I.P.P-85",1801890-00,SI,SI,NO,NO
MERCEDES,MERCEDES,Direccion de Nivel Secundario,"CENTRO DE EDUCACION SECUNDARIA PARA ADULTOS Nº 6 ""OFELIA B. PABON""",1801003-00,NO,NO,SI,NO
MERCEDES,MERCEDES,Direccion de Nivel Secundario,CENTRO DE FORMACION PROFESIONAL,1801409-00,NO,NO,NO,NO
MERCEDES,MERCEDES,Direccion de Nivel Secundario,"CENTRO DE FORMACION PROFESIONAL ""DAMAS PATRICIAS ARGENTINAS""",1801410-00,NO,NO,NO,NO
MERCEDES,MERCEDES,Direccion de Nivel Secundario,COLEGIO SECUNDARIO (BARRIO COMUNICACIONES),1801769-00,NO,NO,SI,NO
MERCEDES,MERCEDES,Direccion de Nivel Secundario,COLEGIO SECUNDARIO DE Bº SOCIEDAD RURAL,1801712-00,NO,NO,SI,NO
MERCEDES,MERCEDES,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO DR. ARTURO ILLIA (QUE FUNCIONA EN EL Bº ""DR.ARTURO ILLIA)",1801711-00,NO,NO,SI,NO
MERCEDES,MERCEDES,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO PARA ADOLESCENTES Y ADULTOS ""EJERCITO ARGENTINO""",1800998-00,NO,NO,SI,NO
MERCEDES,MERCEDES,Direccion de Nivel Secundario,COLEGIO SECUNDARIO TIRO FEDERAL,1801856-00,NO,NO,SI,NO
MERCEDES,MERCEDES,Direccion de Nivel Secundario,"ESCUELA NORMAL ""MANUEL FLORENCIO MANTILLA""      ",1800553-00,SI,SI,SI,NO
MERCEDES,MERCEDES,Direccion de Nivel Secundario,"EXTENSION AULICA DE ADULTOS (COLEGIO SECUNDARIO PARA ADOLESCENTES Y ADULTOS ""EJERCITO ARGENTINO"")",1800998-01,NO,NO,SI,NO
MERCEDES,MERCEDES,Direccion de Nivel Superior,"INSTITUTO DE FORMACION DOCENTE ""MERCEDES""",1801414-00,NO,NO,NO,SI
MERCEDES,PASO PUCHETA,Consejo General de Educacion,ESCUELA Nº 582,1800175-00,SI,SI,NO,NO
MERCEDES,PAY UBRE CHICO,Consejo General de Educacion,"ESCUELA Nº 923 ""ANTONIA BARRIOS DE F. ZAMUDIO""",1800069-00,SI,SI,NO,NO
MERCEDES,RINCON DE YAGUARY,Consejo General de Educacion,"ESCUELA Nº 282 ""FRANCISCO JAVIER CARRUEGA""",1800919-00,SI,SI,NO,NO
MERCEDES,RINCON DE YAGUARY,Consejo General de Educacion,"ESCUELA Nº 583 ""JOAQUIN V.GONZALEZ""",1800923-00,SI,SI,NO,NO
MERCEDES,RINCON DEL OMBU,Consejo General de Educacion,"ESCUELA Nº 163 ""GENERAL JUAN LAVALLE""",1801034-00,SI,SI,NO,NO
MERCEDES,SANTA JUANA,Consejo General de Educacion,"ESCUELA Nº 768 ""MARGARITA A. DE IRASTORZA""",1801036-00,SI,SI,NO,NO
MERCEDES,TACUARAL,Consejo General de Educacion,"ESCUELA Nº 727 ""GENERAL JUAN MADARIAGA""",1800138-00,SI,SI,NO,NO
MERCEDES,TORO RATAY,Consejo General de Educacion,ESCUELA Nº 967      ,1801561-00,SI,SI,NO,NO
MERCEDES,UGUAY,Consejo General de Educacion,"ESCUELA Nº 584 ""GENERAL SAN MARTIN""",1800072-00,NO,SI,NO,NO
MERCEDES,YUQUERI,Consejo General de Educacion,"ESCUELA Nº 766 ""JOAQUIN ´GRINGO` SHERIDAN""",1800178-00,SI,SI,NO,NO
